total_sqft,bath,balcony,size,location,price,Actual Price,Predicted Price,Error,Squared Error
1586.0,3.0,3.0,3,Hennur Road,93.94,93.94,104.17408230223838,-10.234082302238377,104.73644056898877
1975.0,3.0,3.0,3,Hennur Road,123.0,123.0,108.53438712530559,14.465612874694415,209.2539558405248
1223.0,2.0,1.0,2,Nagarbhavi,60.0,60.0,79.07654882929428,-19.076548829294282,363.914715236449
1370.0,2.0,2.0,3,Panathur,75.0,75.0,79.26169596497094,-4.26169596497094,18.162052497849594
1083.0,2.0,1.0,2,Jalahalli,32.49,32.49,80.29641062914268,-47.80641062914268,2285.4528972422063
1199.0,2.0,2.0,2,AECS Layout,65.0,65.0,55.24250698541283,9.757493014587169,95.2086699297174
1200.0,2.0,1.0,2,Anandapura,67.0,67.0,42.72309092445457,24.276909075545433,589.3683142623003
1639.0,3.0,3.0,3,Challaghatta,123.0,123.0,129.39759685851158,-6.397596858511577,40.929245564037195
2559.0,3.0,2.0,3,Yeshwanthpur,141.0,141.0,123.36076058513939,17.63923941486061,311.14276713477216
1427.0,2.0,2.0,3,Bannerghatta Road,48.51,48.51,71.65440073414177,-23.144400734141776,535.6632853425424
1372.0,2.0,1.0,3,Gokula Extension,90.0,90.0,97.75009883632035,-7.750098836320348,60.06403197273401
1200.0,2.0,1.0,2,Anandapura,58.0,58.0,42.72309092445457,15.276909075545433,233.3839509024824
1600.0,3.0,3.0,3,Malleshwaram,160.0,160.0,140.344579850574,19.655420149425993,386.3355412504613
1200.0,2.0,0.0,2,Mallathahalli,79.0,79.0,48.87901229344132,30.12098770655868,907.2739004186591
1220.0,2.0,1.0,2,Thanisandra,43.92,43.92,64.30020637750891,-20.380206377508912,415.35281198985496
1100.0,2.0,0.0,2,Ramamurthy Nagar,68.0,68.0,58.84612982168187,9.15387017831813,83.79333924150198
1520.0,2.0,2.0,3,Whitefield,150.0,150.0,74.53401857283868,75.46598142716132,5695.114352764658
1464.0,2.0,2.0,2,HOSUR MAIN ROAD,56.0,56.0,33.29339575342816,22.706604246571843,515.5898764104344
3250.0,4.0,1.0,4,Kodichikkanahalli,180.0,180.0,138.28948313504804,41.710516864951956,1739.7672171414415
685.0,1.0,1.0,1,Sarjapur  Road,40.0,40.0,31.669152420522863,8.330847579477137,69.40302139248007
2400.0,3.0,2.0,3,Jigani,149.0,149.0,90.27027992626014,58.729720073739855,3449.180019939842
1185.0,2.0,2.0,2,HSR Layout,60.0,60.0,59.63625591657528,0.3637440834247201,0.13230975822648972
1335.0,3.0,2.0,3,Kudlu Gate,89.0,89.0,87.12105497007755,1.8789450299224484,3.5304344254702706
1999.0,3.0,2.0,3,Dodda Nekkundi,132.0,132.0,97.12006050460884,34.879939495391156,1216.610179202148
1200.0,2.0,1.0,2,Kanaka Nagar,125.0,125.0,80.50947465338734,44.49052534661266,1979.4068456175833
1397.0,3.0,2.0,3,Kundalahalli,110.0,110.0,111.6972256897939,-1.6972256897938962,2.8805750420963667
1200.0,2.0,1.0,2,Yelahanka New Town,130.0,130.0,61.74816799315835,68.25183200684165,4658.312572290135
1140.0,2.0,2.0,2,Raja Rajeshwari Nagar,38.55,38.55,47.302773878150376,-8.752773878150379,76.61105056203162
1700.0,3.0,2.0,3,Electronic City,75.0,75.0,84.25477055386581,-9.25477055386581,85.65077800470168
923.0,1.0,1.0,1,Thanisandra,60.84,60.84,31.09506536603088,29.744934633969123,884.7611363790959
1400.0,2.0,1.0,3,Electronic City,48.0,48.0,60.79465196339213,-12.794651963392127,163.70311886433402
944.0,2.0,1.0,2,Sarjapur  Road,35.0,35.0,64.44835105853932,-29.448351058539316,867.2053800669737
1216.0,2.0,1.0,2,Whitefield,66.48,66.48,63.452793190566624,3.0272068094333804,9.163981067079826
1650.0,3.0,3.0,3,Cox Town,100.0,100.0,137.650739463577,-37.650739463577,1417.5781821541543
832.0,3.0,1.0,3,Bommenahalli,77.0,77.0,115.04853617341138,-38.04853617341138,1447.691104939394
1200.0,2.0,2.0,2,Kaggadasapura,53.0,53.0,46.88697758044322,6.113022419556778,37.3690431020038
1300.0,2.0,2.0,2,Singasandra,65.0,65.0,56.77036753192124,8.229632468078762,67.72685055965614
1160.0,2.0,1.0,2,Kanakapura,46.39,46.39,54.46198770306978,-8.07198770306978,65.15698547850974
1115.0,2.0,2.0,2,Kasavanhalli,50.0,50.0,66.32225647771247,-16.32225647771247,266.41605652422675
1315.0,2.0,1.0,3,JP Nagar,85.4,85.4,79.41317889199156,5.986821108008442,35.84202697929543
3200.0,3.0,3.0,4,6th Block Rajaji Nagar,190.0,190.0,-3681559473.885011,3681559663.885011,1.3553881558745117e+19
1425.0,3.0,3.0,3,Banashankari,49.88,49.88,97.96435453084942,-48.08435453084942,2312.1051506484187
1125.0,2.0,1.0,2,Kasavanhalli,61.2,61.2,67.4868281039462,-6.286828103946192,39.52420760856767
596.0,1.0,1.0,1,Venkatadri Layout,42.0,42.0,42.94859567923691,-0.9485956792369095,0.8998337626669336
1033.0,2.0,2.0,2,Sarjapura - Attibele Road,28.41,28.41,33.84759304261572,-5.43759304261572,29.567418097102887
877.0,2.0,3.0,2,Chandapura,42.0,42.0,31.472637258446696,10.527362741553304,110.8253662922447
1360.0,2.0,1.0,3,Motappa Layout,65.0,65.0,60.698586386748644,4.301413613251356,18.50215907226408
675.0,2.0,0.0,3,Malleshwaram,148.0,148.0,111.98379317354889,36.01620682645111,1297.1671541657036
1850.0,3.0,2.0,3,7th Phase JP Nagar,150.0,150.0,108.71657635655384,41.283423643446156,1704.3210677242491
1130.0,2.0,1.0,2,Hormavu,42.3,42.3,52.79055659891782,-10.49055659891782,110.05177775509821
1410.0,2.0,3.0,3,Begur Road,52.17,52.17,53.647297686272566,-1.4772976862725642,2.1824084538662714
1290.0,2.0,1.0,3,Hennur Road,94.5,94.5,81.81128127903081,12.688718720969192,161.00358277987405
1318.0,2.0,1.0,3,Hosa Road,85.28,85.28,68.6462873320055,16.6337126679945,276.68039712140074
2400.0,4.0,1.0,4,Kannamangala,130.0,130.0,140.5455880078433,-10.545588007843293,111.20942643116827
1000.0,2.0,1.0,2,Electronic City Phase II,28.88,28.88,35.78272669242451,-6.902726692424512,47.64763579030984
1819.18,3.0,1.0,3,Jakkur,160.0,160.0,112.27890331126915,47.72109668873085,2277.3030691751987
900.0,1.0,0.0,1,Nagarbhavi,175.0,175.0,46.63245509024428,128.36754490975574,16478.226586158155
1304.0,2.0,3.0,2,Hosakerehalli,100.0,100.0,74.06986793458867,25.93013206541133,672.3717489296728
1615.0,3.0,2.0,3,Begur Road,58.0,58.0,78.14752339900103,-20.14752339900103,405.9226991132941
1132.0,2.0,1.0,2,Hoodi,89.37,89.37,66.54230694036883,22.827693059631173,521.1035704247332
2000.0,3.0,2.0,3,Rajarajeshwari Nagara,85.0,85.0,72.88629256414875,12.113707435851254,146.74190784139796
794.0,1.0,2.0,1,Sector 2 HSR Layout,65.0,65.0,42.43562340913856,22.564376590861443,509.15109093421586
1447.0,2.0,1.0,2,Bhoganhalli,75.97,75.97,70.64226901774377,5.327730982256227,28.384717419292905
1150.0,2.0,0.0,2,Talaghattapura,28.0,28.0,74.36860442819811,-46.36860442819811,2150.0474766187135
1200.0,3.0,1.0,3,Laggere,130.0,130.0,128.96251198011598,1.037488019884023,1.076381391402871
888.0,2.0,1.0,2,Anekal,34.0,34.0,43.501676892327765,-9.501676892327765,90.28186376619541
902.0,2.0,2.0,2,Ckikkakammana Halli,42.0,42.0,50.99349834265165,-8.993498342651648,80.88301243927795
984.0,2.0,1.0,2,Doddathoguru,51.0,51.0,36.96199681324336,14.03800318675664,197.06553347138959
2700.0,2.0,2.0,4,Hebbal,100.0,100.0,115.70948308697837,-15.709483086978366,246.78785886005934
1300.0,2.0,2.0,2,Haralur Road,79.0,79.0,61.03951202672478,17.96048797327522,322.57912823816383
1410.0,4.0,2.0,4,Akshaya Nagar,160.0,160.0,125.20140034075874,34.79859965924126,1210.9425382441461
1700.0,3.0,2.0,3,Judicial Layout,155.0,155.0,120.63170794550354,34.368292054496465,1181.179498743165
2170.0,3.0,2.0,3,Kasavanhalli,151.0,151.0,108.02382693876618,42.97617306123382,1846.9514509891196
1080.0,2.0,1.0,2,Bank Of Baroda Colony,55.0,55.0,87.97019077773753,-32.97019077773753,1087.0334799204088
1033.0,2.0,2.0,2,Somasundara Palya,48.0,48.0,54.754113025040155,-6.754113025040155,45.61804275501707
883.0,2.0,1.0,2,Kambipura,39.0,39.0,41.24941431347657,-2.2494143134765707,5.059864753673272
1500.0,2.0,0.0,3,Outer Ring Road East,97.0,97.0,82.9962804458232,14.003719554176797,196.1041613520336
1915.0,3.0,3.0,3,Kasavanhalli,80.0,80.0,104.11304790468807,-24.113047904688074,581.4390792537819
1371.0,2.0,2.0,3,Yelahanka,65.0,65.0,70.47988707533625,-5.479887075336251,30.029162358437286
901.0,2.0,1.0,2,Hennur Road,49.5,49.5,68.72480853342981,-19.224808533429808,369.5932631470356
1665.0,3.0,1.0,3,Varthur,53.0,53.0,92.27999990209754,-39.27999990209754,1542.918392308783
835.0,1.0,1.0,1,Sarjapur  Road,46.95,46.95,33.3505038947133,13.599496105286704,184.94629431770824
1134.0,2.0,1.0,2,Maithri Layout,40.0,40.0,40.04935649512625,-0.04935649512624707,0.0024360636111472505
650.0,1.0,1.0,1,Electronics City Phase 1,23.0,23.0,16.963205818384026,6.036794181615974,36.44288399119248
1858.0,2.0,1.0,3,Old Airport Road,167.0,167.0,116.72273427108277,50.27726572891723,2527.803449176155
1445.0,3.0,1.0,3,Hennur Road,86.56,86.56,104.6985749724081,-18.138574972408094,329.00790202966925
902.0,2.0,2.0,2,Bommasandra,49.0,49.0,30.702438723182816,18.297561276817184,334.8007486788797
2400.0,4.0,1.0,3,Hebbal,180.0,180.0,146.97288808411236,33.027111915887644,1090.7901215045677
1183.0,2.0,1.0,2,Thanisandra,59.74,59.74,63.88547301387527,-4.145473013875268,17.1849465087681
1530.0,3.0,3.0,3,Raja Rajeshwari Nagar,51.77,51.77,80.49787127567211,-28.727871275672108,825.2905880315866
1420.0,2.0,2.0,2,Hebbal,107.0,107.0,83.90961466215236,23.090385337847636,533.1658950502891
1560.0,3.0,3.0,3,Nagarbhavi,66.0,66.0,110.62508717798103,-44.62508717798103,1991.398405642407
1306.0,3.0,2.0,3,Whitefield,54.65,54.65,93.28518763970749,-38.63518763970749,1492.6777239554062
1344.0,2.0,1.0,3,Bannerghatta Road,42.0,42.0,71.77653444637743,-29.776534446377426,886.6420036363014
1107.0,2.0,1.0,3,Chandapura,43.0,43.0,44.881840497314556,-1.8818404973145562,3.541323657333096
1302.0,2.0,1.0,2,Narayanapura,69.1,69.1,76.70809867889005,-7.608098678890059,57.883165507728656
1385.0,2.0,2.0,3,Kammasandra,34.63,34.63,46.83461448736948,-12.204614487369476,148.9526147853089
919.0,2.0,1.0,2,Hebbal,49.0,49.0,79.34638226631067,-30.34638226631067,920.9029166530547
1159.0,2.0,1.0,2,Yelenahalli,60.0,60.0,42.76944712118786,17.23055287881214,296.89195250954134
1015.0,2.0,2.0,2,Doddathoguru,33.5,33.5,36.25699458995501,-2.7569945899550135,7.601019169041213
1839.0,3.0,3.0,3,Keshava Nagar,165.0,165.0,152.07552435411472,12.92447564588528,167.04207072108173
1400.0,2.0,2.0,3,Electronic City Phase II,40.43,40.43,47.94001701817845,-7.510017018178452,56.40035561332997
550.0,1.0,1.0,2,Electronic City,15.0,15.0,21.390928517065355,-6.390928517065355,40.84396731023917
2000.0,4.0,0.0,4,Banashankari Stage III,100.0,100.0,138.81722529714702,-38.81722529714702,1506.7769797694705
1621.0,3.0,3.0,3,Gottigere,72.0,72.0,85.26975980714575,-13.269759807145746,176.0865253393407
1205.0,2.0,1.0,2,Whitefield,40.0,40.0,63.32949408245932,-23.32949408245932,544.2652941435044
1400.0,2.0,2.0,2,Indira Nagar,168.0,168.0,124.30859750872645,43.69140249127355,1908.9386516544646
1104.0,2.0,2.0,2,Doddathoguru,39.0,39.0,37.25459646464134,1.7454035353586619,3.046433501242516
1570.0,3.0,3.0,3,Kanakpura Road,64.5,64.5,89.3246425641193,-24.8246425641193,616.2628784362837
1418.0,2.0,2.0,2,Thigalarapalya,103.0,103.0,96.17788805888198,6.822111941118024,46.541211337145135
900.0,2.0,2.0,2,Electronic City Phase II,32.5,32.5,33.609344181676526,-1.1093441816765264,1.230644513419562
925.0,2.0,3.0,2,Horamavu Banaswadi,38.0,38.0,41.73146887112661,-3.7314688711266086,13.923859936186886
1023.0,2.0,2.0,2,Raja Rajeshwari Nagar,42.0,42.0,45.99131972828184,-3.9913197282818373,15.9306331733718
600.0,3.0,2.0,2,Seshadripuram,75.0,75.0,145.05021031403092,-70.05021031403092,4907.031965039964
1725.0,3.0,2.0,3,Green Glen Layout,130.0,130.0,114.94784988991034,15.052150110089656,226.56722293667204
1205.0,2.0,2.0,2,Akshayanagara West,60.0,60.0,72.70010623934185,-12.70010623934185,161.29269849056976
1215.0,2.0,2.0,3,Uttarahalli,52.85,52.85,55.263734548812096,-2.4137345488120943,5.826114472129124
1452.0,3.0,3.0,3,Kanakpura Road,60.98,60.98,88.00197940442283,-27.02197940442283,730.1873709330516
1125.0,2.0,1.0,2,Doctors Layout,44.0,44.0,50.77132806498872,-6.771328064988722,45.85088376370392
1350.0,3.0,3.0,3,Sarjapur  Road,39.97,39.97,96.77031108535365,-56.800311085353655,3226.2753393929493
1200.0,2.0,1.0,2,West of Chord Road,160.0,160.0,55.3862647991664,104.6137352008336,10944.033592670132
1200.0,2.0,1.0,2,Chandapura,60.0,60.0,37.19811048877884,22.801889511221162,519.9261652819376
813.0,1.0,1.0,1,"Hoodi Circle, ",39.0,39.0,25.58485793851885,13.415142061481149,179.96603652972067
4750.0,2.0,1.0,4,Handenahalli,120.0,120.0,112.63058553357706,7.369414466422938,54.30826957792368
1090.0,2.0,1.0,2,Nagadevanahalli,36.0,36.0,67.24202419884017,-31.24202419884017,976.0640760409148
2425.0,4.0,3.0,4,"Sarjapur Road, ",173.0,173.0,141.73841063868255,31.261589361317448,977.2869693956362
1900.0,4.0,2.0,3,Frazer Town,145.0,145.0,181.99869672584452,-36.998696725844525,1368.9035594110183
937.0,2.0,1.0,2,Jigani,44.0,44.0,45.047914983362816,-1.0479149833628156,1.0981258123562903
1075.0,2.0,1.0,2,Green Glen Layout,60.0,60.0,78.8384099371252,-18.838409937125206,354.88568895917774
1000.0,2.0,1.0,2,Panathur,65.3,65.3,67.4406759340551,-2.1406759340550963,4.582493454642659
1280.0,2.0,1.0,2,Gopalkrishna Nagar,75.0,75.0,68.80143688834553,6.198563111654465,38.42218464916348
735.0,1.0,1.0,1,Wilson Garden,75.0,75.0,63.37039209212426,11.629607907875737,135.2477800909259
1653.0,3.0,2.0,3,Yelahanka,120.0,120.0,94.79072501686144,25.209274983138556,635.5075451754955
1075.0,2.0,1.0,3,Bisuvanahalli,52.0,52.0,44.32018909061125,7.679810909388749,58.97949560396644
1200.0,2.0,1.0,2,Roopena Agrahara,100.0,100.0,47.88402291886996,52.11597708113004,2716.0750671208716
1060.0,2.0,1.0,2,Malleshpalya,40.0,40.0,57.277862499720754,-17.277862499720754,298.5245325592567
1195.0,2.0,1.0,2,Whitefield,70.0,70.0,63.21740398417997,6.782596015820033,46.00360871381779
520.0,1.0,1.0,1,Chandapura,14.04,14.04,-0.300081286798779,14.340081286798778,205.6379313119965
2000.0,3.0,2.0,3,OLd Gurappanapalya,160.0,160.0,47.409044236456054,112.59095576354395,12676.72331974831
1060.0,2.0,0.0,2,Neeladri Nagar,35.0,35.0,54.909830713585166,-19.909830713585166,396.4013590436192
975.0,2.0,2.0,2,Chikkadunnasandra,50.0,50.0,29.118231715869193,20.881768284130807,436.04824667213126
1380.0,2.0,1.0,2,Akshya Nagar,75.0,75.0,59.8597138411001,15.140286158899897,229.22826497337581
4000.0,4.0,3.0,4,Marathahalli,220.0,220.0,158.95604505317476,61.04395494682524,3726.3644355500296
1100.0,2.0,2.0,2,Dodda Nekkundi,48.0,48.0,57.167095576713194,-9.167095576713194,84.0356413125946
1040.0,2.0,2.0,2,Hennur,42.12,42.12,56.01003415981668,-13.890034159816686,192.93304896087443
1430.0,2.0,2.0,3,Thanisandra,51.6,51.6,74.32778483595496,-22.727784835954957,516.552203549464
1160.0,1.0,0.0,2,Rajaji Nagar,163.0,163.0,96.90690831249779,66.09309168750221,4368.296768812574
960.0,2.0,3.0,2,Sahakara Nagar,56.0,56.0,73.98714688898774,-17.987146888987738,323.53745320602127
1180.0,2.0,2.0,2,Gattigere,63.0,63.0,54.10960307481537,8.890396925184632,79.03915748733236
650.0,2.0,0.0,2,NRI Layout,59.0,59.0,56.68388527195761,2.3161147280423933,5.3643874334548896
971.0,2.0,2.0,4,Cottonpet,135.0,135.0,129.95779828193434,5.042201718065655,25.423798165664245
1155.0,2.0,0.0,3,Kamakshipalya,60.0,60.0,83.62894098819417,-23.628940988194174,558.3268522235627
1274.0,2.0,1.0,2,Badavala Nagar,81.0,81.0,80.46813672457367,0.5318632754263319,0.2828785437472262
1200.0,4.0,1.0,4,singapura paradise,140.0,140.0,115.13839498449482,24.861605015505177,618.0994039469922
2342.0,3.0,2.0,4,Nehru Nagar,115.0,115.0,117.0836800412454,-2.083680041245401,4.341722514284436
1080.0,2.0,2.0,2,8th Phase JP Nagar,38.0,38.0,50.82519802671196,-12.82519802671196,164.48570442437634
1400.0,2.0,1.0,3,Banashankari,78.0,78.0,78.63919517101257,-0.6391951710125738,0.4085704666457935
1275.0,2.0,2.0,3,Yelahanka,95.0,95.0,69.40382213185435,25.596177868145645,655.164321457749
1600.0,3.0,1.0,4,Cambridge Layout,165.0,165.0,175.89469479820303,-10.894694798203034,118.69437474599225
1110.0,2.0,2.0,2,Kanakapura,38.85,38.85,52.8490556837186,-13.999055683718602,195.9735600358541
1627.86,3.0,2.0,3,Uttarahalli,88.0,88.0,81.04138351642102,6.958616483578979,48.422343365537074
1938.0,3.0,3.0,3,Kanakapura,113.0,113.0,90.95369938587642,22.04630061412358,486.0393707683058
1260.0,4.0,1.0,4,Laggere,150.0,150.0,159.51111766237312,-9.511117662373124,90.46135918750599
2885.0,3.0,1.0,4,Sarjapur,185.0,185.0,102.28079809981217,82.71920190018783,6842.466363004038
1600.0,3.0,2.0,3,Devanahalli,180.0,180.0,95.80657459907826,84.19342540092174,7088.532880740574
750.0,2.0,1.0,2,Whitefield,52.7,52.7,58.22939461074833,-5.5293946107483265,30.574204761372638
965.0,2.0,2.0,2,Poorna Pragna Layout,48.0,48.0,42.11431199962733,5.885688000372667,34.64132323773081
1100.0,2.0,2.0,2,KR Puram,43.0,43.0,49.229718897630676,-6.229718897630676,38.80939754349676
1145.0,2.0,2.0,2,HSR Layout,48.0,48.0,59.187895523457826,-11.187895523457826,125.16900624380766
1027.0,2.0,1.0,2,Haralur Road,44.0,44.0,59.03193387165254,-15.03193387165254,225.95903592173494
1015.0,2.0,2.0,2,Kenchenahalli,58.0,58.0,58.0552804604301,-0.05528046043009738,0.003055929305363562
1153.0,2.0,1.0,2,Hormavu,65.0,65.0,53.04836382496035,11.951636175039653,142.84160726051647
2080.0,2.0,1.0,2,Virat Nagar,150.0,150.0,59.12640399371314,90.87359600628686,8258.010451113834
1583.0,3.0,3.0,3,Marathahalli,109.0,109.0,101.98780320647187,7.012196793528133,49.17090387116623
1505.0,2.0,2.0,2,Kundalahalli Colony,90.0,90.0,73.4452704809742,16.5547295190258,274.05906944810414
1810.0,4.0,3.0,3,Amblipura,148.0,148.0,124.15616510564186,23.84383489435814,568.5284624694108
900.0,2.0,2.0,2,Pattandur Agrahara,42.0,42.0,50.921594955993726,-8.921594955993726,79.5948565588127
1800.0,3.0,3.0,3,AECS Layout,65.0,65.0,90.80270545662911,-25.802705456629113,665.7796088815578
1100.0,2.0,0.0,2,Bannerghatta Road,39.0,39.0,61.36784965378155,-22.367849653781548,500.3206981341753
1225.0,3.0,0.0,3,Electronic City,45.03,45.03,81.03545394150481,-36.00545394150481,1296.3927135338242
1150.0,2.0,3.0,2,Kodichikkanahalli,48.0,48.0,52.893469255311274,-4.893469255311274,23.946041352676673
1400.0,3.0,0.0,3,Padmanabhanagar,65.0,65.0,115.58794478232181,-50.58794478232181,2559.140157299241
1700.0,3.0,1.0,3,Whitefield,140.0,140.0,98.75401903986872,41.24598096013128,1701.2309453635119
1533.0,3.0,2.0,3,Sector 1 HSR Layout,150.0,150.0,152.60157224596074,-2.601572245960739,6.7681781509532035
1100.0,2.0,2.0,2,Amarjyothi Colony,38.0,38.0,-44705035.37416559,44705073.37416559,1998543585389529.0
1482.0,3.0,3.0,3,Kanakpura Road,60.98,60.98,88.3382496992609,-27.358249699260902,748.4738266071092
1405.0,2.0,2.0,2,Whitefield,84.5,84.5,64.5188145200922,19.981185479907793,399.24777318247806
1190.0,2.0,2.0,2,Gunjur,40.0,40.0,46.66771323448805,-6.667713234488048,44.45839977736706
1174.0,2.0,1.0,2,Harlur,78.0,78.0,78.90162557081733,-0.9016255708173304,0.8129286699516769
1000.0,2.0,2.0,2,Kereguddadahalli,30.0,30.0,26.344958997346794,3.6550410026532063,13.359324731076155
1070.0,2.0,3.0,2,Kodichikkanahalli,43.0,43.0,51.99674846907638,-8.99674846907638,80.94148301582818
1075.0,2.0,2.0,2,Marathahalli,52.43,52.43,67.47004264925366,-15.040042649253657,226.20288289136894
1545.0,3.0,3.0,3,Venugopal Reddy Layout,85.0,85.0,93.30678419814434,-8.306784198144342,69.00266371454055
1996.0,3.0,2.0,3,Thanisandra,135.0,135.0,101.82198156861404,33.178018431385965,1100.7809070333867
1464.0,3.0,3.0,3,Haralur Road,56.0,56.0,91.70137320313292,-35.70137320313292,1274.5880485893772
1080.0,2.0,2.0,2,8th Phase JP Nagar,35.0,35.0,50.82519802671196,-15.82519802671196,250.4368925846481
1200.0,2.0,1.0,3,Vijaya Bank Layout,68.0,68.0,96.07456987921864,-28.074569879218643,788.1814739031307
1801.0,3.0,1.0,3,Thanisandra,115.0,115.0,100.68870618012082,14.311293819879182,204.81313079891208
1232.0,2.0,1.0,2,Hennur Road,69.61,69.61,72.43499078647672,-2.824990786476718,7.980572943678347
1150.0,2.0,2.0,2,Whitefield,90.0,90.0,61.66051701396847,28.339482986031527,803.1262959155704
1868.0,3.0,1.0,3,Talaghattapura,120.0,120.0,111.24025704928295,8.759742950717055,76.73309656263713
1185.0,2.0,3.0,2,Somasundara Palya,70.0,70.0,55.405400990932094,14.594599009067906,213.0023202354859
2400.0,4.0,3.0,4,Whitefield,147.0,147.0,134.37142795609634,12.62857204390366,159.48083186806505
1185.0,2.0,1.0,2,Kaval Byrasandra,49.0,49.0,52.91306386317336,-3.913063863173363,15.312068797273245
2000.0,4.0,2.0,5,Maruthi Extension,180.0,180.0,131.77928924140406,48.22071075859594,2325.2369460641703
875.0,3.0,1.0,6,Vidyapeeta,98.0,98.0,107.79790546569319,-9.79790546569319,95.9989515146605
1600.0,2.0,1.0,2,Banashankari,63.98,63.98,72.15482921406604,-8.174829214066044,66.82783267914765
1113.0,2.0,1.0,2,Rachenahalli,55.0,55.0,58.14608384632817,-3.1460838463281675,9.897843568127037
2800.0,4.0,3.0,4,Ramagondanahalli,155.0,155.0,140.45942376490393,14.540576235096069,211.42835724864057
2790.0,4.0,3.0,4,Hebbal,198.0,198.0,157.9656067836326,40.03439321636739,1602.7526402027233
3600.0,3.0,2.0,3,Ramamurthy Nagar,150.0,150.0,114.63975642819474,35.360243571805256,1250.346825457395
1096.0,2.0,2.0,2,S R Layout,48.0,48.0,53.168046249403034,-5.168046249403034,26.708702035968763
1094.0,2.0,1.0,2,GD Layout,44.0,44.0,57.68406765979803,-13.684067659798032,187.25370771793038
918.0,2.0,1.0,2,Kengeri,27.54,27.54,44.551836448067185,-17.011836448067186,289.40257933578715
1678.0,3.0,2.0,3,Thanisandra,125.0,125.0,98.2575164433303,26.742483556669697,715.1604267787492
1656.0,3.0,2.0,3,Lakshminarayana Pura,150.0,150.0,121.1297094366385,28.870290563361493,833.4936772129197
1418.0,2.0,2.0,2,Sarjapur  Road,78.0,78.0,68.70894018902672,9.29105981097328,86.32379241108285
1200.0,2.0,0.0,3,J C Nagar,108.0,108.0,43.36706287723966,64.63293712276034,4177.416561114692
1541.0,3.0,3.0,3,Yelahanka New Town,80.0,80.0,93.34154238115684,-13.341542381156842,177.99675310820416
1830.0,3.0,2.0,3,Haralur Road,101.0,101.0,96.85635232811195,4.143647671888047,17.16981602874323
1120.0,2.0,2.0,2,Raja Rajeshwari Nagar,37.95,37.95,47.078593681591656,-9.128593681591653,83.33122260359505
1075.0,2.0,1.0,3,Bisuvanahalli,42.0,42.0,44.32018909061125,-2.320189090611251,5.383277416191464
1290.0,2.0,3.0,2,Kanakpura Road,80.0,80.0,56.31005471971619,23.68994528028381,561.213507382841
1730.0,3.0,3.0,3,Cox Town,140.0,140.0,138.5474602498119,1.4525397501880946,2.1098717258764923
600.0,3.0,2.0,2,Subbannaiah Palya,85.0,85.0,68.75827454470686,16.241725455293135,263.793645765117
1900.0,3.0,3.0,3,Koramangala,150.0,150.0,153.32038692712058,-3.3203869271205804,11.02496934579325
1394.0,2.0,1.0,2,1st Phase JP Nagar,100.0,100.0,115.45489369069759,-15.454893690697588,238.85373899076413
1645.0,2.0,2.0,3,Kadugodi,82.0,82.0,77.17312022389137,4.826879776108626,23.29876837300646
1200.0,2.0,1.0,2,Madanayakahalli,34.0,34.0,55.38626479934959,-21.38626479934959,457.37232206789935
924.0,2.0,2.0,2,Bellandur,35.11,35.11,59.150155431606706,-24.040155431606706,577.9290731758094
1330.0,2.0,1.0,2,Thubarahalli,75.0,75.0,77.39006641422009,-2.3900664142200867,5.712417464382863
1800.0,3.0,3.0,3,4th Block Koramangala,140.0,140.0,158.51955395907243,-18.519553959072425,342.97387884299513
1785.0,3.0,3.0,3,Bellandur,118.0,118.0,97.62469645808642,20.37530354191358,415.1529944251161
1235.0,2.0,2.0,2,Gottigere,63.0,63.0,52.11949844893576,10.880501551064242,118.38531400271138
1000.0,2.0,2.0,2,Jaladarsini Layout,48.0,48.0,52.09198130578271,-4.09198130578271,16.744311006875172
1255.0,2.0,1.0,3,Hebbal,90.0,90.0,91.83877749103104,-1.8387774910310384,3.3811026615224002
2100.0,3.0,3.0,3,Kasavanhalli,110.0,110.0,106.18671472285627,3.813285277143734,14.541144604881167
835.0,2.0,0.0,2,9th Phase JP Nagar,37.0,37.0,51.866660343347434,-14.866660343347434,221.01758976445925
2182.0,3.0,2.0,3,Hennur Road,72.04,72.04,111.90713368764276,-39.86713368764275,1589.3883484683793
1346.0,2.0,1.0,2,Sarjapur  Road,71.32,71.32,68.95437300936968,2.365626990630318,5.596191058798655
1225.0,2.0,1.0,2,Begur Road,35.52,35.52,44.9524260014793,-9.4324260014793,88.97066027338278
900.0,2.0,1.0,2,Kanakpura Road,41.0,41.0,54.04350394272977,-13.043503942729771,170.13299510400708
1100.0,2.0,1.0,2,Dodda Nekkundi,41.15,41.15,58.219577104667565,-17.069577104667566,291.37046253219114
1464.0,3.0,2.0,3,Singasandra,56.0,56.0,88.48471023628375,-32.484710236283746,1055.256399135318
2600.0,3.0,2.0,3,Kundalahalli Colony,140.0,140.0,115.59520133514536,24.40479866485464,595.5941978720907
1130.0,2.0,2.0,2,7th Phase JP Nagar,73.0,73.0,70.77002418785878,2.2299758121412196,4.972792122734893
2107.0,4.0,3.0,4,"Hoodi Circle, ",95.0,95.0,127.61254887770252,-32.61254887770252,1063.5783443005362
1735.0,3.0,2.0,3,Marathahalli,72.0,72.0,104.74405422827255,-32.744054228272546,1072.1730873040533
